sample,cg05897963,cg14498592,cg09077862,cg03461110,cg10036013,cg15896356,cg26667395,cg19861824,cg05979118,cg21141024,cg17240135,cg05648964,cg03811629,cg17913347,cg25732104,cg06946838,cg21178254,cg11541547,cg23752752,cg06212582,cg25149125,cg18546840,cg21547690,cg09507567,cg04907244,cg03191045,cg07759247,cg18836258,cg03577433,cg08852963,cg03184410,cg13429194,cg01269718,cg18663033,cg02797195,cg09129050,cg12954512,cg25331250,cg20779334,cg23713520,cg00208274,cg25663755,cg01832712,cg04415270,cg05445090,cg07342322,cg19815271,cg05516489,cg06206957,cg20415486,cg09011473,cg25185947,cg26166817,cg25470148,cg24112733,stage
TCGA-E9-A1RF-11A,0.215080097,0.875894246,0.616859496,0.468093681,0.819516516,0.87629651,0.166775996,0.431524593,0.474071918,0.142456284,0.700763074,0.677349126,0.334872405,0.509329069,0.577834622,0.08531325,0.361015454,0.874045194,0.291542066,0.474071918,0.851116459,0.427059896,0.127497173,0.22814564,0.209255143,0.018435582,0.048359142,0.576689161,0.898800509,0.474071918,0.474071918,0.474071918,0.120587411,0.215992726,0.892293125,0.859393215,0.539671856,0.474071918,0.784396596,0.291481056,0.705926565,0.122498648,0.222726112,0.301077534,0.474071918,0.474071918,0.803509151,0.102196992,0.487841955,0.568401875,0.897331429,0.474071918,0.977655949,0.213809738,0.29059589,Late
TCGA-A7-A6VY-01A,0.161033744,0.872503734,0.576133015,0.574538677,0.590970183,0.344974504,0.169946458,0.344151122,0.477334842,0.111108367,0.886430406,0.690587173,0.422423593,0.501501749,0.489976755,0.0633873,0.175557004,0.872584344,0.569977783,0.886937867,0.617381354,0.497204719,0.569761168,0.228196922,0.057952258,0.03044942,0.057091996,0.606228453,0.415683655,0.329959417,0.878055745,0.849453715,0.360974073,0.149625275,0.527825214,0.812475251,0.432601874,0.477334842,0.32756815,0.330487052,0.81097992,0.147628125,0.278351025,0.481392024,0.87782353,0.131544796,0.375001245,0.520540752,0.121088316,0.888906221,0.902384153,0.641280977,0.517950254,0.848873298,0.371302494,Early
TCGA-E9-A1N5-01A,0.543591231,0.292605518,0.807163475,0.659980365,0.744521386,0.95821008,0.155769349,0.336937099,0.773190522,0.597114852,0.396463547,0.915643942,0.482569273,0.690271709,0.632999345,0.622410927,0.673084768,0.808272181,0.509813082,0.893699293,0.770569031,0.355997587,0.156775108,0.57671662,0.382393491,0.173908861,0.433889461,0.559437857,0.781541107,0.488791559,0.60311038,0.593141047,0.153806632,0.725473848,0.930200629,0.870174118,0.741591308,0.921684904,0.625344811,0.498017303,0.938228969,0.200582369,0.557669757,0.658578234,0.922274184,0.665452366,0.702018924,0.481604509,0.702087198,0.47065126,0.60311038,0.60311038,0.972051113,0.290704058,0.566069599,Early
TCGA-AC-A3EH-01A,0.767581756,0.614506055,0.719598365,0.212904816,0.153879522,0.949016247,0.112033804,0.191869195,0.50152988,0.054971122,0.20700938,0.256521599,0.598040162,0.319966503,0.872658268,0.581407661,0.509976271,0.741416438,0.165772095,0.950778853,0.453698661,0.251990584,0.19288005,0.099134726,0.635927219,0.027945842,0.898982603,0.189994134,0.815109852,0.238279134,0.50152988,0.28855125,0.565459619,0.82387248,0.907684112,0.50152988,0.755332687,0.88951987,0.763349089,0.597469281,0.253029591,0.307820414,0.676717118,0.647738428,0.931335909,0.386391943,0.822042478,0.757932098,0.147799422,0.10328045,0.488241853,0.750744901,0.43422431,0.839250464,0.157915075,Late
TCGA-E9-A3HO-01A,0.322128482,0.403232336,0.539486082,0.115414395,0.091406919,0.900820127,0.084005713,0.194801812,0.374650616,0.401460123,0.219832371,0.749799411,0.491633479,0.333289037,0.842434427,0.081111738,0.632857956,0.559879604,0.076380642,0.403232336,0.667891867,0.211985686,0.150992537,0.403232336,0.306869264,0.175502553,0.567678387,0.240448029,0.802161655,0.34007142,0.403232336,0.252962961,0.086641638,0.870953047,0.851026924,0.403232336,0.808561403,0.403232336,0.649374367,0.676333931,0.121345767,0.459219367,0.084920807,0.559844367,0.886020386,0.261826124,0.224618845,0.366473912,0.424783767,0.07146132,0.403232336,0.403232336,0.405779868,0.265004712,0.149771959,Early
TCGA-AC-A6IW-01A,0.306972905,0.680363429,0.573941825,0.729113061,0.88915338,0.710783222,0.301567871,0.491009303,0.852133159,0.086112037,0.914366411,0.673931987,0.209936457,0.464163328,0.423900737,0.070536945,0.233771046,0.806429567,0.80921023,0.911508794,0.535607855,0.873501927,0.373727135,0.439400117,0.082502693,0.050580283,0.04510709,0.713241601,0.486224789,0.55765314,0.81812891,0.852794755,0.091873079,0.291860498,0.432096735,0.833830745,0.236756058,0.876129969,0.327242431,0.653775602,0.868119535,0.340600642,0.580775525,0.091102543,0.906883205,0.198104624,0.45563801,0.43085334,0.214539146,0.933866326,0.913211639,0.851353943,0.593312216,0.874291277,0.106122794,Early
TCGA-E9-A249-01A,0.54765658,0.628423749,0.86210009,0.770853759,0.901832502,0.886979644,0.073320211,0.187631008,0.798848448,0.324346152,0.689853901,0.760920351,0.208729752,0.635796958,0.659574593,0.056154258,0.59236663,0.322017955,0.683744627,0.93512749,0.396594514,0.178200973,0.392462776,0.222309964,0.491621779,0.021644076,0.048942048,0.257861967,0.281030734,0.252422689,0.530261066,0.883142641,0.051336496,0.846630556,0.943402027,0.689293764,0.536215505,0.915977521,0.680147094,0.246739064,0.621415103,0.103177274,0.797740184,0.355460324,0.912705169,0.795905096,0.815534334,0.630705225,0.646123665,0.067545,0.814682696,0.426540221,0.448574435,0.791960823,0.543773164,Early
TCGA-BH-A0DS-01A,0.687090012,0.935384397,0.741128533,0.883163268,0.905512926,0.932401484,0.383128213,0.21482167,0.625810212,0.365520882,0.825543595,0.619542086,0.627364877,0.45756935,0.890905511,0.196772893,0.537349241,0.77235969,0.881860841,0.872985342,0.84704369,0.625810212,0.446969782,0.120998872,0.363244012,0.039345329,0.035325501,0.400870059,0.856905797,0.462835859,0.625810212,0.625810212,0.388676719,0.800908356,0.905925658,0.827239179,0.841335402,0.889401971,0.621729351,0.612802333,0.748778638,0.202150787,0.311335081,0.701298021,0.883760783,0.640385672,0.92593475,0.677316201,0.711783802,0.674767269,0.858964946,0.625810212,0.988590219,0.658294714,0.115187034,Late
TCGA-AC-A3TN-01A,0.646013238,0.888038874,0.918009036,0.177156201,0.177018828,0.947104895,0.084392988,0.202992081,0.609168365,0.701973625,0.261995916,0.903634107,0.707877111,0.440539461,0.29550632,0.492824899,0.458049416,0.349005403,0.149981816,0.92305989,0.910729528,0.123102927,0.314881521,0.509501046,0.479930346,0.042460902,0.043533538,0.56345085,0.921965001,0.369096161,0.530423582,0.32869165,0.268067227,0.850450948,0.937810078,0.769675404,0.896592872,0.818175014,0.790770763,0.368124537,0.246013163,0.134286711,0.237337208,0.483532859,0.935714,0.867097725,0.30151856,0.732247471,0.781747632,0.075135434,0.834271828,0.786316995,0.424090296,0.663719162,0.498491613,Early
TCGA-EW-A1P0-01A,0.127262184,0.245600181,0.785364672,0.108025229,0.134218622,0.950728937,0.868544423,0.124885707,0.376047632,0.840694669,0.925627864,0.908106461,0.208638145,0.260138615,0.83421351,0.825820014,0.071643292,0.638588,0.078943072,0.950158736,0.363012437,0.123099246,0.304323489,0.619512657,0.088023698,0.029341439,0.039956809,0.326993302,0.803409549,0.396222182,0.921983326,0.335081651,0.190917273,0.669206455,0.866323546,0.497993763,0.200267726,0.848767666,0.523994654,0.274311587,0.146255165,0.660662268,0.55302342,0.818768736,0.918360712,0.508402393,0.517335092,0.103763128,0.852925894,0.502125267,0.629345816,0.721895322,0.988648837,0.715300208,0.424325406,Early
TCGA-E2-A10B-01A,0.666470792,0.911310595,0.593397751,0.423495556,0.604848742,0.931216276,0.127731634,0.306717783,0.585973828,0.58320193,0.909112288,0.637593004,0.69360657,0.461188271,0.838909515,0.14574179,0.463623139,0.554553456,0.333743445,0.9094844,0.894985496,0.342135548,0.182548835,0.585973828,0.433354012,0.07708241,0.321531417,0.317097734,0.875259874,0.549879908,0.721393748,0.776266853,0.378131443,0.698774842,0.926966053,0.836908075,0.637662043,0.585973828,0.822354797,0.738882601,0.401536952,0.148602477,0.313727605,0.563525384,0.890776213,0.672757469,0.888023922,0.668480534,0.30850601,0.553609895,0.786544243,0.585973828,0.969385651,0.751390583,0.340635647,Early
TCGA-B6-A40C-01A,0.414908999,0.55929912,0.818575431,0.282688304,0.344035006,0.93425224,0.44810814,0.238152636,0.688672375,0.690663375,0.287504785,0.808943472,0.24548834,0.418108115,0.829036785,0.304024414,0.405501005,0.608829954,0.271605952,0.916808756,0.672128786,0.260773188,0.103309135,0.433223321,0.777712615,0.038090574,0.441940181,0.550230853,0.883001355,0.710842383,0.55929912,0.435828968,0.281801339,0.583784256,0.93402941,0.854874362,0.769978947,0.896789296,0.727235937,0.494474063,0.524358046,0.415707372,0.435216074,0.717524449,0.893650806,0.555461609,0.524220232,0.709711307,0.676562931,0.541683186,0.733128727,0.55929912,0.623293812,0.787051407,0.140027217,Early
TCGA-E2-A2P6-01A,0.594301928,0.882680064,0.85236694,0.123918203,0.097812744,0.944826621,0.045378796,0.152982817,0.438241137,0.318964578,0.14339093,0.741110575,0.702358823,0.351599659,0.552588153,0.055355435,0.321354533,0.23652657,0.124453365,0.725341094,0.469957203,0.112201769,0.327574077,0.324530195,0.76839812,0.02043947,0.822519743,0.166084304,0.931021732,0.621121663,0.218625311,0.214088065,0.483594703,0.072059144,0.88817317,0.861617509,0.793256929,0.939379884,0.766630479,0.145275139,0.185896468,0.096018974,0.070189271,0.788708389,0.945524056,0.455523186,0.865960202,0.710715757,0.099967582,0.095094745,0.263333747,0.70688178,0.98572397,0.255345438,0.049041575,Early
TCGA-PL-A8LX-01A,0.267839533,0.725244361,0.868135736,0.146779805,0.14469881,0.925968847,0.305087798,0.405106788,0.751985006,0.576788623,0.741427568,0.473751998,0.4050349,0.330422916,0.546364636,0.459545423,0.412811928,0.411128203,0.116195127,0.93498813,0.685675983,0.356020116,0.349606256,0.500576829,0.437162097,0.121648593,0.042012205,0.295948698,0.884988485,0.23906822,0.513425656,0.373824263,0.428518625,0.52094224,0.71323506,0.704935843,0.332030555,0.932105918,0.514386108,0.217766904,0.328416535,0.403158733,0.04992645,0.624939522,0.947938997,0.66681691,0.730806461,0.66738425,0.116271801,0.226106491,0.510497692,0.363365959,0.498664439,0.639356681,0.211367616,Early
TCGA-A2-A0EU-01A,0.098160099,0.079013748,0.730548142,0.149146475,0.138738893,0.528595972,0.085274195,0.186005161,0.381307622,0.603434593,0.272540732,0.649796173,0.533371431,0.464303252,0.602183164,0.087654662,0.261589409,0.268300833,0.09447967,0.954506417,0.393910459,0.381307622,0.319503248,0.627544039,0.620885915,0.028860937,0.048523579,0.303034247,0.543062398,0.325336948,0.381307622,0.253811915,0.073670346,0.889858619,0.843440141,0.381307622,0.508032936,0.817763313,0.382166598,0.715804573,0.225626519,0.085752406,0.109035805,0.417757911,0.902524184,0.258324122,0.885164478,0.097468931,0.318077866,0.108734689,0.381307622,0.381307622,0.46329805,0.264233257,0.065222026,Early
TCGA-E9-A295-01A,0.532978786,0.549022769,0.826257414,0.298884432,0.333479428,0.940813616,0.067990351,0.315548978,0.679042566,0.458878665,0.617763953,0.914182998,0.630490834,0.561155954,0.583611113,0.137411248,0.444861692,0.546304973,0.266058666,0.863901058,0.511151377,0.159998565,0.466707228,0.880065336,0.584626993,0.064634401,0.059111516,0.369384238,0.761393302,0.479660745,0.838162382,0.501580787,0.423933357,0.728422155,0.751186789,0.902529213,0.55525149,0.927294542,0.719457348,0.549918029,0.28797178,0.542685123,0.369997429,0.52875446,0.904227874,0.718549019,0.604606693,0.56108627,0.235146191,0.254753606,0.655106677,0.536024533,0.449456961,0.787731898,0.242141535,Early
TCGA-E9-A245-01A,0.340793106,0.152242463,0.661861421,0.220661778,0.171701498,0.955299289,0.068067264,0.214886022,0.455089248,0.666615181,0.793373723,0.811555158,0.591447453,0.353132412,0.627876401,0.483032775,0.496446061,0.357294081,0.162055805,0.948648384,0.450665727,0.256896691,0.154110349,0.255596741,0.205223751,0.026266782,0.041207525,0.469737973,0.857253831,0.436350675,0.7906949,0.3609688,0.05285979,0.085353848,0.61562104,0.412522438,0.646539591,0.375977362,0.730286289,0.680292463,0.264637969,0.201754869,0.499725323,0.392541702,0.793622332,0.447742659,0.328909952,0.083864547,0.646663015,0.152250523,0.496037101,0.619460984,0.437401563,0.3975833,0.416494684,Early
TCGA-C8-A26W-01A,0.229820373,0.143799182,0.443844469,0.35300042,0.280999943,0.715047337,0.159227778,0.280950973,0.59747834,0.036431125,0.348812096,0.885910533,0.320233291,0.511115173,0.80941802,0.12951608,0.281304864,0.696005342,0.223499342,0.929778891,0.431913835,0.412004079,0.141937949,0.633706514,0.159314904,0.026621807,0.627268503,0.436670854,0.630137603,0.484769995,0.871946409,0.548468353,0.093937447,0.669603323,0.831344925,0.836017591,0.35555563,0.488489171,0.635419581,0.29409944,0.350564563,0.20920594,0.241821033,0.23792105,0.880088443,0.151928441,0.705977902,0.662133511,0.265706136,0.188120175,0.437014287,0.437014287,0.572797133,0.513590739,0.196480652,Early
TCGA-AQ-A1H3-01A,0.597774509,0.90689371,0.912136372,0.672997032,0.862756585,0.956734667,0.506207953,0.366671907,0.573160218,0.470756478,0.869604185,0.871077073,0.584216171,0.728653774,0.588945439,0.06932916,0.113826151,0.726068255,0.765634545,0.89994471,0.606211072,0.275880213,0.164921608,0.343488014,0.557204372,0.027874076,0.031424504,0.6256034,0.754428319,0.380160204,0.454619549,0.759370093,0.321440009,0.700735869,0.858500341,0.77582295,0.648407278,0.891692535,0.604740591,0.575616973,0.437698403,0.104398197,0.635585431,0.229502283,0.929245867,0.500785962,0.736775654,0.507647457,0.387901956,0.676077877,0.777610958,0.573160218,0.627366052,0.739482251,0.259042539,Late
TCGA-BH-A1FR-01A,0.533499415,0.185408796,0.749025837,0.575409072,0.602489603,0.93003637,0.173974982,0.198756515,0.877289211,0.616918947,0.913510078,0.646747864,0.654728017,0.890426407,0.729874902,0.388821754,0.498873954,0.63781316,0.563637746,0.946469244,0.402402837,0.303499359,0.173493935,0.17598153,0.154090055,0.024460797,0.045161906,0.435685705,0.894705693,0.700102918,0.901608519,0.794788267,0.051577615,0.37477609,0.818431242,0.541742485,0.43114766,0.541742485,0.724779677,0.707543829,0.86901993,0.262016049,0.21611688,0.484145754,0.541742485,0.802858837,0.349215067,0.064247874,0.671340671,0.970499201,0.541742485,0.541742485,0.813339664,0.382049113,0.774325724,Late
TCGA-BH-A0HY-01A,0.734950745,0.2073471,0.807089455,0.136605604,0.138609234,0.945423434,0.283737435,0.577278914,0.572164563,0.859864816,0.790654416,0.697678223,0.405757304,0.258806702,0.897336417,0.504306261,0.134702851,0.572164563,0.136399065,0.572164563,0.976106988,0.572164563,0.827043571,0.572164563,0.329088396,0.602807617,0.07375274,0.255031014,0.910063088,0.46640913,0.572164563,0.405899075,0.606998712,0.663608587,0.804728658,0.90027654,0.781410942,0.572164563,0.779693206,0.732905639,0.204366409,0.541755411,0.062375005,0.841000696,0.869076899,0.816059263,0.80940176,0.825756068,0.760567031,0.11327526,0.572164563,0.893825673,0.432367806,0.690074359,0.399460959,Early
TCGA-B6-A40B-01A,0.602930026,0.538789217,0.610667922,0.546559675,0.733965868,0.908751409,0.124634777,0.375145368,0.735311319,0.353803483,0.430862272,0.551991529,0.537189598,0.382812401,0.79053316,0.163949084,0.106463326,0.443722213,0.525928702,0.906126247,0.720580492,0.332563578,0.327308765,0.171486064,0.310967557,0.465698674,0.626780767,0.303050754,0.765428979,0.281888779,0.871167106,0.771851885,0.395905943,0.63219642,0.86651654,0.815889137,0.620812618,0.947943354,0.688697837,0.638162284,0.696167581,0.107790144,0.169437361,0.73716013,0.936162129,0.130069646,0.690177735,0.597209435,0.713744458,0.260661735,0.585947099,0.695805284,0.521738806,0.742774066,0.123526188,Early
TCGA-EW-A1PF-01A,0.221837138,0.376764951,0.724862549,0.36743307,0.362198373,0.928379318,0.074527135,0.39126331,0.693603797,0.290982563,0.681284394,0.606842068,0.521283617,0.54868485,0.656898021,0.248770373,0.170166717,0.757122287,0.335060412,0.920147957,0.747497469,0.381938891,0.21702271,0.540218122,0.454354152,0.171831071,0.320853646,0.594325965,0.591604311,0.339531113,0.673751282,0.552471674,0.27182716,0.506106544,0.710763129,0.899680308,0.524964743,0.920293301,0.593304542,0.591180717,0.468419142,0.211927133,0.208219214,0.55021727,0.942945967,0.488102296,0.44631337,0.452339613,0.221327957,0.433802604,0.757332626,0.632994854,0.720529446,0.341489096,0.274733799,Early
TCGA-A8-A0A6-01A,0.485215307,0.883303835,0.763804659,0.468924488,0.437642186,0.61545981,0.301394997,0.358978281,0.49867301,0.347459773,0.49867301,0.838227536,0.565998114,0.5660102,0.779118504,0.079356282,0.184548499,0.702115878,0.350994103,0.878934091,0.723544537,0.623254787,0.096274172,0.356784719,0.378444296,0.245884849,0.037694975,0.599212525,0.558584365,0.330868011,0.49867301,0.515409467,0.417534466,0.716638052,0.698353149,0.49867301,0.535245886,0.875983597,0.543982702,0.397755474,0.510207783,0.192256624,0.176332092,0.346076402,0.874554157,0.407687597,0.632266719,0.548534752,0.376096808,0.495244091,0.49867301,0.49867301,0.732728812,0.664856999,0.219198061,Late
TCGA-E9-A1RA-01A,0.510791836,0.63957982,0.72139401,0.405338327,0.651772984,0.592019041,0.56396359,0.379137582,0.717326155,0.074340023,0.499179668,0.580868437,0.185939912,0.494999997,0.626070995,0.129647921,0.45143582,0.753966775,0.354720288,0.933720928,0.769780822,0.443175295,0.158791651,0.670639774,0.230021519,0.029953133,0.040838937,0.647336386,0.70752823,0.482490207,0.518093908,0.72542982,0.099275271,0.588106983,0.865984706,0.768301409,0.457582014,0.925619568,0.56052276,0.569516167,0.56072834,0.099602778,0.407047147,0.549637579,0.916403927,0.582752912,0.778725422,0.410419149,0.151346288,0.379098224,0.900689531,0.698531932,0.641244484,0.592253044,0.301481504,Early
TCGA-BH-A0BA-11A,0.154065753,0.912623884,0.539015595,0.736797393,0.654373145,0.772820613,0.535519285,0.697636915,0.866264059,0.144073037,0.889633401,0.783491181,0.227159562,0.75153771,0.539918312,0.073607858,0.155848235,0.869859278,0.608616813,0.887664731,0.544651103,0.759748379,0.05440333,0.678224273,0.264860957,0.031379869,0.050844938,0.57301239,0.570490223,0.69574165,0.781060244,0.792284664,0.0463979,0.252728046,0.529001237,0.870760979,0.487632528,0.845172304,0.352980119,0.461669701,0.772691387,0.171757843,0.415263559,0.218204156,0.889345343,0.248976773,0.465043429,0.350664632,0.237613633,0.925725255,0.909695357,0.535519285,0.602215455,0.786073916,0.481199079,Late
TCGA-BH-A1ET-01A,0.526943182,0.488686238,0.364089177,0.193761344,0.168038576,0.491158728,0.082241136,0.268746896,0.488686238,0.558016347,0.241546449,0.739495774,0.391182417,0.45763938,0.811205612,0.566696045,0.375651308,0.488686238,0.136663539,0.911774933,0.677586582,0.341815413,0.486352381,0.320070448,0.740931188,0.092371147,0.289575157,0.448756439,0.895905113,0.252090065,0.488686238,0.488686238,0.614542219,0.804603098,0.744841187,0.855079565,0.411017928,0.850582438,0.631906158,0.699017384,0.23283354,0.159505685,0.145911723,0.602838129,0.841387706,0.583950432,0.671878489,0.685516965,0.458243231,0.255392908,0.488686238,0.488686238,0.603707265,0.658033406,0.11584517,Early
TCGA-BH-A1ET-11B,0.195258025,0.481911076,0.666525197,0.33939486,0.406886649,0.83169944,0.12746185,0.645458775,0.481911076,0.186385048,0.659733038,0.621526844,0.302490235,0.64396184,0.551011642,0.096679094,0.195429955,0.898259681,0.345631475,0.891362601,0.569479363,0.612396396,0.154253848,0.674255556,0.52134938,0.029094553,0.051487019,0.5724846,0.632789243,0.579228163,0.8431941,0.75551514,0.035546862,0.328061328,0.515234882,0.881325715,0.167663154,0.867883678,0.446899955,0.416888878,0.572285941,0.199770736,0.296353805,0.295426422,0.903111165,0.209231967,0.584708942,0.215168709,0.333059955,0.800466894,0.873381156,0.481911076,0.646410412,0.458275386,0.411536399,Early
TCGA-BH-A0BC-01A,0.60429543,0.873820408,0.819902392,0.305519373,0.359066416,0.922728512,0.187164095,0.330616455,0.780123227,0.463055817,0.764959567,0.730123476,0.435264252,0.484173003,0.756239172,0.090697688,0.55282928,0.536956817,0.289238702,0.906371967,0.796355561,0.609406418,0.2498888,0.788233527,0.562889053,0.041094748,0.044577927,0.437410317,0.847282985,0.525414115,0.847860124,0.704286818,0.283270875,0.708277719,0.819330425,0.879925061,0.226891849,0.899085508,0.700877982,0.492142597,0.442787646,0.107389115,0.175956633,0.650445952,0.90422016,0.697392073,0.694127626,0.621088208,0.741027359,0.723813475,0.724270619,0.833430437,0.609914266,0.818704395,0.249028753,Late
TCGA-E9-A227-01A,0.382574302,0.416172994,0.805522996,0.311913482,0.358921365,0.512513659,0.208897444,0.346401007,0.488976164,0.4769518,0.620191326,0.717058257,0.54503463,0.613382957,0.667210818,0.184816063,0.574324132,0.863026635,0.270963905,0.929745059,0.4949953,0.470979368,0.109556561,0.167668285,0.229966675,0.019958615,0.040901339,0.417140533,0.709966776,0.376104232,0.828316258,0.629802178,0.090780972,0.717723425,0.813062487,0.69553043,0.347839807,0.488976164,0.568080201,0.367957927,0.399288161,0.07903485,0.323695508,0.483533839,0.916445135,0.672482409,0.75440176,0.138722285,0.61821362,0.267965918,0.729450576,0.682737441,0.497727952,0.793254761,0.656828275,Early
TCGA-BH-A0BA-01A,0.694822069,0.953162957,0.365445966,0.504676338,0.628263621,0.841390736,0.143376381,0.31684423,0.569696438,0.087979415,0.742753471,0.678069574,0.702972781,0.498393309,0.847063556,0.092025398,0.427590814,0.663669042,0.516933314,0.910887056,0.682449745,0.369398129,0.341937578,0.805959953,0.261334214,0.02141954,0.663023896,0.407975084,0.811604692,0.330314549,0.333084054,0.421799049,0.063998599,0.840520949,0.747216759,0.889854698,0.782367221,0.872794111,0.708593017,0.358014045,0.832977864,0.242942979,0.426051876,0.765500499,0.873945603,0.110558798,0.757087798,0.739254526,0.755881683,0.937843612,0.407091936,0.804517375,0.829095123,0.800526985,0.150351107,Late
TCGA-BH-A0E2-01A,0.732359221,0.421458368,0.855915441,0.214040764,0.204220995,0.878803518,0.095836292,0.543758638,0.478152076,0.650933896,0.478152076,0.257840396,0.678393976,0.359731357,0.488186553,0.650960237,0.598271155,0.32326709,0.137553093,0.867985572,0.797546849,0.478152076,0.209386719,0.20928867,0.302487032,0.078689507,0.04039204,0.203583571,0.904736662,0.07784545,0.174087835,0.478152076,0.03606104,0.615036683,0.885823416,0.478152076,0.356699243,0.892974329,0.456913728,0.713928455,0.245836391,0.381659083,0.148341429,0.663445976,0.90840505,0.7798902,0.679512111,0.543522202,0.66703944,0.142598324,0.478152076,0.817570103,0.816966944,0.633122281,0.086544417,Late
TCGA-E9-A2JS-01A,0.697106254,0.797854217,0.796800087,0.226455374,0.170731692,0.722163973,0.086117996,0.178330256,0.816094134,0.495371053,0.187905169,0.5764775,0.66348889,0.265022382,0.832438771,0.371196383,0.688024021,0.407311752,0.238055626,0.944994962,0.931827818,0.234295173,0.442113914,0.1581399,0.515429936,0.284033119,0.290569404,0.252272459,0.824625457,0.198398274,0.720478448,0.342827639,0.545802256,0.773086906,0.895583769,0.8896542,0.740443194,0.955145202,0.753944844,0.648525826,0.318287045,0.464266578,0.140343699,0.707543234,0.92153651,0.64600952,0.771765236,0.724585582,0.410821669,0.133245517,0.504995183,0.536752926,0.836295687,0.737845585,0.107978725,Early
TCGA-A7-A4SD-01A,0.180581148,0.218296257,0.518336206,0.712259176,0.792684777,0.556736981,0.180722294,0.39047393,0.436010188,0.066435186,0.767136434,0.463694174,0.196091688,0.513320995,0.355501995,0.081560198,0.19857658,0.831168566,0.823040205,0.752759218,0.49257326,0.436010188,0.13289867,0.284750104,0.048534576,0.029774583,0.080239333,0.402010373,0.279921915,0.25146767,0.77669573,0.891819525,0.062805642,0.195162333,0.525584596,0.804198282,0.308355406,0.436010188,0.269625094,0.266921031,0.892042088,0.575092169,0.55320566,0.07152592,0.920040815,0.112514182,0.353915723,0.466609547,0.108447435,0.594028085,0.903092441,0.436010188,0.675231035,0.829989306,0.478071066,Early
TCGA-A7-A425-01A,0.268974482,0.432959821,0.674835766,0.300170803,0.257916683,0.899180406,0.243605318,0.350665016,0.750030321,0.138617234,0.4297181,0.399237733,0.493585865,0.543817367,0.525498122,0.083359218,0.321305605,0.517728978,0.259164186,0.934594714,0.479312098,0.4120458,0.12464233,0.236779983,0.379192885,0.022240553,0.0300088,0.348960932,0.449659002,0.2795068,0.700649692,0.548233633,0.103051821,0.649877703,0.746917032,0.609250624,0.647865076,0.959764106,0.500185319,0.300031617,0.378541293,0.204426225,0.22855759,0.162009072,0.876844926,0.238919033,0.693995455,0.583549018,0.185613212,0.451635866,0.656800572,0.566001937,0.499450841,0.652726308,0.295810366,Late
TCGA-AC-A3W6-01A,0.443518701,0.716180799,0.49021975,0.371005827,0.367994337,0.941287012,0.094932418,0.341080123,0.783408343,0.187684905,0.532333493,0.596701529,0.442174283,0.544514762,0.765796822,0.431754852,0.315576299,0.682415862,0.357479885,0.88666758,0.677937321,0.438614607,0.408432586,0.514226189,0.393755152,0.033766839,0.038338512,0.461347129,0.614830736,0.338751711,0.793329833,0.754706151,0.086892749,0.591769461,0.737588353,0.879387478,0.591820403,0.897544061,0.66595501,0.28786821,0.572820739,0.147126997,0.228269546,0.395237431,0.910136027,0.413796153,0.639435944,0.475632965,0.286790871,0.518809683,0.872823118,0.795384924,0.729940074,0.666101203,0.087218433,Late
TCGA-BH-A0HK-01A,0.703276524,0.899239095,0.30164521,0.525417829,0.513520752,0.959961811,0.072767891,0.541885255,0.621310216,0.47480722,0.903233986,0.503714785,0.403117639,0.711947337,0.516036598,0.096968873,0.125484252,0.406372696,0.284500051,0.900743118,0.934412623,0.138797873,0.803737026,0.110283302,0.119386115,0.029296675,0.048773632,0.524649619,0.901791349,0.360393113,0.8679392,0.924133346,0.330715462,0.070550299,0.842508975,0.813388125,0.869726883,0.92858683,0.316357866,0.679985357,0.22846519,0.091097243,0.227846298,0.854658101,0.847330009,0.465557573,0.383865418,0.716632548,0.098852071,0.596042478,0.756261439,0.518154733,0.390355766,0.821345491,0.420681153,Early
TCGA-AR-A2LK-01A,0.349058885,0.671019137,0.583874836,0.159768472,0.222528948,0.95502638,0.058695577,0.124119162,0.531752181,0.216500921,0.574748022,0.315930072,0.563395685,0.677571819,0.86006226,0.093796151,0.340215611,0.437991787,0.145967611,0.900154113,0.553897652,0.139899637,0.553355344,0.54220023,0.461751277,0.040254811,0.03390303,0.126531893,0.745393451,0.375891541,0.642940364,0.252311405,0.269943221,0.735441645,0.905115355,0.453433572,0.784797947,0.914018032,0.546617012,0.207935924,0.26276403,0.226573428,0.156974546,0.397478747,0.925456966,0.388693973,0.531223894,0.76157137,0.804470352,0.116813697,0.441850097,0.536477056,0.385305015,0.627702971,0.307679371,Late
TCGA-5T-A9QA-01A,0.819464697,0.916135247,0.806031345,0.11539008,0.203238666,0.800980766,0.082922074,0.25328502,0.783223414,0.761710991,0.445927825,0.570695362,0.689450439,0.467098549,0.4546655,0.244095879,0.476963827,0.528547256,0.114818064,0.906073678,0.861933757,0.218997294,0.869138568,0.142475293,0.443066081,0.880462995,0.730478976,0.294443809,0.712295825,0.296324584,0.744684508,0.764745053,0.715897725,0.90640602,0.906078453,0.850844575,0.478409091,0.915579679,0.740591994,0.562030888,0.196184508,0.667928138,0.328653318,0.734201379,0.902520005,0.574698376,0.93240637,0.842253129,0.609330807,0.21444182,0.595191671,0.816603395,0.972666691,0.799311162,0.073547292,Early
